ID,Data Bytes
00000153,00 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF 81 7F 00 08 
00000316,41 00 D9 1E 00 00 00 00 
00000545,00 41 89 00 3B 00 00 5D 
000001F0,0A 20 0A 00 0A 00 0A 00 
00000565,50 20 66 02 00 02 9E 63 
000001F5,40 00 00 00 80 41 00 00 
00000153,00 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF 01 80 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 40 0A 00 0A 00 0A 00 
00000316,41 00 E6 1E 00 00 00 00 
00000336,36 18 FE 02 C6 18 3B 18 
00000545,00 41 89 00 3B 00 00 5D 
00000329,62 54 00 00 00 00 00 00 
00000565,50 20 66 02 00 02 9E 63 
000001F0,0A 60 0A 00 0A 00 0A 00 
000001F8,00 00 00 00 FE FF 00 00 
000001F5,40 00 00 00 80 51 00 00 
00000153,00 50 00 00 00 FF 00 80 
00000316,41 00 E6 1E 00 00 00 00 
00000153,00 50 00 00 00 FF 00 80 
000001F8,00 00 00 00 FE FF 00 00 
00000545,00 41 89 00 3B 00 00 5D 
00000329,80 54 00 00 00 00 00 00 
00000565,50 20 66 02 00 02 9E 63 
000001F5,40 00 00 00 80 61 00 00 
00000153,00 50 00 00 00 FF 00 80 
000001F3,40 00 00 FF C1 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 20 0A 00 0A 00 0A 00 
00000316,41 00 EC 1E 00 00 00 00 
00000336,36 18 FE 02 CF 18 46 18 
00000545,00 41 89 00 3B 00 00 5D 
00000565,50 20 66 02 00 02 9E 63 
000001F5,40 00 00 00 80 71 08 87 
000001F3,40 00 00 FF 01 80 00 08 
000001F8,00 00 00 00 FE FF 00 00 
00000329,80 54 00 00 00 00 00 00 
00000316,41 00 EC 1E 00 00 00 00 
00000336,31 18 FE 02 CA 18 41 18 
00000153,00 50 00 00 00 FF 00 80 
000001F3,40 00 00 FF C1 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
00000565,50 20 66 02 00 02 9E 63 
00000329,80 54 00 00 00 00 00 00 
00000153,00 50 00 00 00 FF 00 80 
000001F3,40 00 00 FF 81 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 00 0A 00 0A 00 0A 00 
00000316,41 00 EC 1E 00 00 00 00 
00000545,00 41 89 00 3B 00 00 5D 
000001F5,40 00 00 00 80 91 00 00 
00000336,31 18 FE 02 C6 18 2C 18 
00000565,50 20 66 02 00 02 9E 63 
00000153,00 50 00 00 00 FF 00 80 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 20 0A 00 0A 00 0A 00 
00000316,41 00 06 1F 00 00 00 00 
000001F5,40 00 00 00 80 A1 00 00 
00000545,00 79 89 00 3B 00 00 5D 
00000329,80 54 00 00 00 00 00 00 
00000153,00 50 00 00 00 FF 00 80 
00000565,50 20 66 02 00 02 9E 63 
000001F0,0A 40 0A 00 0A 00 0A 00 
00000153,00 50 00 00 00 FF 00 80 
000001F3,00 00 00 FF 81 7F 00 08 
000001F5,40 00 00 00 80 B1 00 00 
00000329,80 54 00 00 00 00 00 00 
00000545,00 79 89 00 3B 00 00 5D 
00000565,50 20 66 02 00 02 9E 63 
000001F0,0A 60 0A 00 0A 00 0A 00 
00000153,00 50 00 00 00 FF 00 80 
000001F3,40 00 00 FF 01 80 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 00 0A 00 0A 00 0A 00 
000001F5,40 00 00 00 80 C1 00 00 
00000316,41 00 00 1F 00 00 00 00 
00000336,DF 17 FE 02 BD 18 F9 17 
00000545,00 79 89 00 3B 00 00 5D 
00000565,50 20 66 02 00 02 9E 63 
00000329,C0 54 00 00 00 00 00 00 
00000153,00 50 00 00 00 FF 00 80 
000001F8,00 00 00 00 FE FF 00 00 
000001F3,40 00 00 FF 01 80 00 08 
000001F5,40 00 00 00 80 D1 00 00 
00000316,41 00 00 1F 00 00 00 00 
00000153,00 50 00 00 00 FF 00 80 
000001F8,00 00 00 00 FE FF 00 00 
00000545,00 79 89 00 3B 00 00 5D 
00000565,50 20 66 02 00 02 9E 63 
00000329,C0 54 00 00 00 00 00 00 
00000153,00 50 00 00 00 FF 00 80 
000001F3,00 00 00 FF 81 7F 00 08 
000001F5,40 00 00 00 80 E1 00 00 
000001F0,0A 60 0A 00 0A 00 0A 00 
00000316,41 00 13 1F 00 00 00 00 
00000336,FE 17 FE 02 C7 18 12 18 
00000545,00 79 89 00 3B 00 00 5D 
00000565,50 20 66 02 00 02 9E 63 
00000329,C0 54 00 00 00 00 00 00 
00000153,00 50 00 00 00 FF 00 80 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 00 0A 00 0A 00 0A 00 
000001F5,40 00 00 00 80 F1 9D 05 
00000316,41 00 13 1F 00 00 00 00 
00000336,EE 17 FE 02 C4 18 DF 17 
00000545,00 79 89 00 3B 00 00 5D 
000001F0,0A 20 0A 00 0A 00 0A 00 
000001F8,00 00 00 00 FE FF 00 00 
00000613,1E 57 1D 56 05 4F 83 00 
00000618,00 00 5F 00 00 00 00 00 
00000329,C0 54 00 00 00 00 00 00 
000001F5,40 00 00 00 80 01 00 00 
00000153,00 50 00 00 00 FF 00 80 
000001F8,00 00 00 00 FE FF 00 00 
00000316,41 00 13 1F 00 00 00 00 
00000545,00 79 89 00 3B 00 00 5D 
000001F0,0A 40 0A 00 0A 00 0A 00 
00000565,50 20 66 02 00 02 9E 63 
00000153,00 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF C1 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F5,40 00 00 00 80 11 00 00 
000001F0,0A 60 0A 00 0A 00 0A 00 
00000316,41 00 00 1F 00 00 00 00 
00000545,00 79 89 00 3B 00 00 5D 
0000061A,5A 1D 82 FE BF 06 02 82 
000001F3,80 00 00 FF C1 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F5,40 00 00 00 80 21 00 00 
00000329,C0 55 00 00 00 00 00 00 
00000153,00 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF 81 7F 00 08 
00000329,11 55 00 00 00 00 00 00 
00000545,00 79 89 00 3B 00 00 5D 
000001F0,0A 20 0A 00 0A 00 0A 00 
00000565,50 20 66 02 00 02 9E 63 
000001F5,40 00 00 00 80 31 00 00 
00000153,00 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF C1 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 40 0A 00 0A 00 0A 00 
00000316,41 00 F9 1E 00 00 00 00 
00000336,F3 17 FE 02 BC 18 08 18 
00000545,00 B1 89 00 3B 00 00 5D 
00000565,50 20 66 02 00 02 9E 63 
00000153,00 50 00 00 00 FF 00 80 
000001F5,40 00 00 00 80 41 00 00 
000001F8,00 00 00 00 FE FF 00 00 
00000329,11 55 00 00 00 00 00 00 
00000316,41 00 F9 1E 00 00 00 00 
00000153,00 50 00 00 00 FF 00 80 
000001F8,00 00 00 00 FE FF 00 00 
00000545,00 B1 89 00 3B 00 00 5D 
00000329,11 55 00 00 00 00 00 00 
00000565,50 20 66 02 00 02 9E 63 
000001F5,40 00 00 00 80 51 00 00 
00000153,00 50 00 00 00 FF 00 80 
000001F3,40 00 00 FF 81 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 20 0A 00 0A 00 0A 00 
00000316,41 00 F9 1E 00 00 00 00 
00000336,0D 18 FE 02 C9 18 1C 18 
00000545,00 B1 89 00 3B 00 00 5D 
000001F5,40 00 00 00 80 61 00 00 
00000565,50 20 66 02 00 02 9E 63 
00000153,00 50 00 00 00 FF 00 80 
000001F8,00 00 00 00 FE FF 00 00 
00000329,11 55 00 00 00 00 00 00 
00000316,41 00 F9 1E 00 00 00 00 
00000336,0D 18 FE 02 C9 18 1C 18 
00000545,00 B1 89 00 3B 00 00 5D 
000001F3,40 00 00 FF 01 80 00 08 
000001F5,40 00 00 00 80 71 08 87 
00000565,50 20 66 02 00 02 9E 63 
00000329,11 55 00 00 00 00 00 00 
00000153,00 50 00 00 00 FF 00 80 
000001F3,40 00 00 FF C1 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
00000316,41 00 F9 1E 00 00 00 00 
00000545,00 B1 89 00 3B 00 00 5D 
000001F5,40 00 00 00 80 81 00 00 
000001F0,0A 00 0A 00 0A 00 0A 00 
00000565,50 20 66 02 00 02 9E 63 
00000153,00 50 00 00 00 FF 00 80 
000001F3,40 00 00 FF 81 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 20 0A 00 0A 00 0A 00 
00000316,41 00 0C 1F 00 00 00 00 
00000336,0D 18 FE 02 C5 18 18 18 
000001F5,40 00 00 00 80 91 00 00 
00000329,62 55 00 00 00 00 00 00 
00000565,50 20 66 02 00 02 9E 63 
000001F8,00 00 00 00 FE FF 00 00 
00000153,00 50 00 00 00 FF 00 80 
00000153,00 50 00 00 00 FF 00 80 
000001F3,40 00 00 FF C1 7F 00 08 
000001F5,40 00 00 00 80 A1 00 00 
00000329,62 55 00 00 00 00 00 00 
00000545,00 B1 89 00 3B 00 00 5D 
000001F0,0A 60 0A 00 0A 00 0A 00 
00000565,50 20 66 02 00 02 9E 63 
00000153,00 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF C1 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 00 0A 00 0A 00 0A 00 
000001F5,40 00 00 00 80 B1 00 00 
00000329,62 55 00 00 00 00 00 00 
00000545,00 B1 89 00 3B 00 00 5D 
00000316,41 00 0C 1F 00 00 00 00 
00000565,50 20 66 02 00 02 9E 63 
00000153,00 50 00 00 00 FF 00 80 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 20 0A 00 0A 00 0A 00 
000001F5,40 00 00 00 80 C1 00 00 
00000316,41 00 0C 1F 00 00 00 00 
00000336,E9 17 FE 02 BB 18 E4 17 
000001F3,80 00 00 FF 01 80 00 08 
00000545,00 B1 89 00 3B 00 00 5D 
00000565,50 20 66 02 00 02 9E 63 
00000329,62 55 00 00 00 00 00 00 
00000153,00 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF 81 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F5,40 00 00 00 80 D1 00 00 
00000316,41 00 0C 1F 00 00 00 00 
00000336,E9 17 FE 02 BB 18 E4 17 
00000545,00 B1 89 00 3B 00 00 5D 
000001F0,0A 60 0A 00 0A 00 0A 00 
00000565,50 20 66 02 00 02 9E 63 
00000153,00 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF 81 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 00 0A 00 0A 00 0A 00 
000001F5,40 00 00 00 80 E1 00 00 
00000316,00 00 00 00 FE FF 00 00 
000001F0,0A 20 0A 00 0A 00 0A 00 
000001F5,40 00 00 00 80 61 00 00 
00000316,41 00 E0 1E 00 00 00 00 
00000336,12 18 FE 02 77 18 0D 18 
00000545,00 8F 8A 00 3B 00 00 5D 
00000329,11 55 00 00 00 00 00 00 
00000153,00 50 00 00 00 FF 00 80 
000001F8,00 00 00 00 FE FF 00 00 
00000565,50 20 66 02 00 02 9E 63 
000001F0,0A 40 0A 00 0A 00 0A 00 
000001F5,40 00 00 00 80 71 08 87 
00000153,00 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF C1 7F 00 08 
00000329,11 55 00 00 00 00 00 00 
00000545,00 8F 8A 00 3B 00 00 5D 
000001F0,0A 60 0A 00 0A 00 0A 00 
00000565,50 20 66 02 00 02 9E 63 
00000153,00 50 00 00 00 FF 00 80 
000001F3,00 01 00 FF 01 80 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 00 0A 00 0A 00 0A 00 
00000316,41 00 D3 1E 00 00 00 00 
00000336,2C 18 FE 02 7B 18 FE 17 
00000545,00 C6 8A 00 3B 00 00 5D 
00000565,50 20 66 02 00 02 9E 63 
00000329,11 55 00 00 00 00 00 00 
00000153,00 50 00 00 00 FF 00 80 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 20 0A 00 0A 00 0A 00 
000001F5,40 00 00 00 80 91 00 00 
00000316,41 00 D3 1E 00 00 00 00 
00000336,55 18 FE 02 89 18 27 18 
000001F0,0A 40 0A 00 0A 00 0A 00 
000001F8,00 00 00 00 FE FF 00 00 
00000565,50 20 66 02 00 02 9E 63 
00000329,11 55 00 00 00 00 00 00 
000001F5,40 00 00 00 80 A1 00 00 
00000153,00 50 00 00 00 FF 00 80 
000001F3,40 00 00 FF C1 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 60 0A 00 0A 00 0A 00 
00000316,41 00 C0 1E 00 00 00 00 
00000545,00 C6 8A 00 3B 00 00 5D 
00000329,11 55 00 00 00 00 00 00 
00000565,50 20 66 02 00 02 9E 63 
00000153,00 50 00 00 00 FF 00 80 
000001F3,40 00 00 FF 01 80 00 08 
000001F5,40 00 00 00 80 B1 00 00 
000001F0,0A 00 0A 00 0A 00 0A 00 
00000316,41 00 65 50 20 66 02 00 
00000153,10 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF 01 80 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F5,40 00 00 00 80 B1 00 00 
00000329,C0 56 00 00 00 00 00 00 
00000545,00 48 93 00 3B 00 00 5D 
000001F0,0A 20 0A 00 0A 00 0A 00 
00000565,50 20 66 02 00 02 A0 63 
00000153,10 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF 01 80 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 40 0A 00 0A 00 0A 00 
000001F5,40 00 00 00 80 C1 00 00 
00000316,41 00 73 1F 00 00 00 00 
00000336,DE 16 FE 02 07 18 DE 16 
00000545,00 48 93 00 3B 00 00 5D 
000001F0,0A 60 0A 00 0A 00 0A 00 
00000565,50 20 66 02 00 02 A0 63 
00000329,C0 56 00 00 00 00 00 00 
00000613,1E 57 1D 56 05 4F 83 00 
00000618,00 00 5F 00 00 00 00 00 
000001F5,40 00 00 00 80 D1 00 00 
00000153,10 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF 01 80 00 08 
00000329,C0 56 00 00 00 00 00 00 
00000336,DE 16 FE 02 07 18 DE 16 
00000565,50 20 66 02 00 02 A0 63 
000001F0,0A 00 0A 00 0A 00 0A 00 
00000153,10 50 00 00 00 FF 00 80 
000001F3,00 01 00 FF 01 80 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 20 0A 00 0A 00 0A 00 
00000316,41 00 66 1F 00 00 00 00 
00000336,D9 16 FE 02 02 18 E8 16 
0000061A,5A 1D 82 FE BF 06 02 82 
00000565,50 20 66 02 00 02 A0 63 
000001F3,80 00 00 FF 81 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
00000329,C0 56 00 00 00 00 00 00 
000001F5,40 00 00 00 80 F1 9D 05 
00000316,41 00 66 1F 00 00 00 00 
000001F0,0A 60 0A 00 0A 00 0A 00 
00000336,D9 16 FE 02 06 18 EE 16 
00000545,00 48 93 00 3B 00 00 5D 
00000565,50 20 66 02 00 02 A0 63 
00000153,10 50 00 00 00 FF 00 80 
000001F5,40 00 00 00 80 01 00 00 
00000153,10 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF 01 80 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 00 0A 00 0A 00 0A 00 
00000316,41 00 66 1F 00 00 00 00 
00000336,E3 16 FE 02 08 18 EE 16 
00000545,00 48 93 00 3B 00 00 5D 
00000565,50 20 66 02 00 02 A0 63 
00000153,10 50 00 00 00 FF 00 80 
000001F8,00 00 00 00 FE FF 00 00 
000001F5,40 00 00 00 80 11 00 00 
00000329,C0 56 00 00 00 00 00 00 
00000316,41 00 66 1F 00 00 00 00 
00000336,E3 16 FE 02 FF 17 E3 16 
00000153,10 50 00 00 00 FF 00 80 
000001F8,00 00 00 00 FE FF 00 00 
00000329,11 56 00 00 00 00 00 00 
000001F5,40 00 00 00 80 21 00 00 
00000565,50 20 66 02 00 02 A0 63 
00000153,10 50 00 00 00 FF 00 80 
000001F3,40 00 00 FF C1 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 60 0A 00 0A 00 0A 00 
00000316,41 00 60 1F 00 00 00 00 
00000336,E3 16 FE 02 03 18 EE 16 
00000329,11 56 00 00 00 00 00 00 
00000565,50 20 66 02 00 02 A0 63 
000001F5,40 00 00 00 80 31 00 00 
00000153,10 50 00 00 00 FF 00 80 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 00 0A 00 0A 00 0A 00 
00000316,41 00 60 1F 00 00 00 00 
00000336,E3 16 FE 02 FF 17 E8 16 
00000545,00 48 93 00 3B 00 00 5D 
00000329,11 56 00 00 00 00 00 00 
00000153,10 50 00 00 00 FF 00 80 
000001F5,40 00 00 00 80 41 00 00 
000001F3,40 00 00 FF C1 7F 00 08 
00000153,10 50 00 00 00 FF 00 80 
000001F3,40 00 00 FF C1 7F 00 08 
00000316,41 00 60 1F 00 00 00 00 
00000336,E3 16 FE 02 FB 17 DE 16 
00000545,00 7B 93 00 3B 00 00 5D 
000001F0,0A 40 0A 00 0A 00 0A 00 
00000565,50 20 66 02 00 02 A0 63 
000001F5,40 00 00 00 80 51 00 00 
00000153,10 50 00 00 00 FF 00 80 
000001F3,40 00 00 FF 01 80 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 60 0A 00 0A 00 0A 00 
00000316,41 00 60 1F 00 00 00 00 
00000336,E8 16 FE 02 00 18 E3 16 
00000545,00 7B 93 00 3B 00 00 5D 
000001F5,40 00 00 00 80 61 00 00 
00000565,50 20 66 02 00 02 A0 63 
000001F8,00 00 00 00 FE FF 00 00 
00000329,11 56 00 00 00 00 00 00 
00000153,10 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF C1 7F 00 08 
00000329,11 56 00 00 00 00 00 00 
00000336,E8 16 FE 02 04 18 E8 16 
00000545,00 7B 93 00 3B 00 00 5D 
00000565,50 20 66 02 00 02 A0 63 
000001F0,0A 20 0A 00 0A 00 0A 00 
00000153,10 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF 01 80 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 40 0A 00 0A 00 0A 00 
00000316,41 00 66 1F 00 00 00 00 
00000336,D4 16 FE 02 F8 17 DE 16 
00000545,00 7B 93 00 3B 00 00 5D 
000001F5,40 00 00 00 80 81 00 00 
00000565,50 20 66 02 00 02 A0 63 
00000153,10 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF C1 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 60 0A 00 0A 00 0A 00 
00000316,41 00 66 1F 00 00 00 00 
00000336,D4 16 FE 02 F8 17 D9 16 
00000153,10 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF 81 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
0000061F,FF 3F 0B 00 40 00 00 00 
000001F5,40 00 00 00 80 91 00 00 
00000565,50 20 66 02 00 02 A0 63 
00000153,10 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF C1 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 20 0A 00 0A 00 0A 00 
00000316,41 00 6C 1F 00 00 00 00 
00000545,00 7B 93 00 3B 00 00 5D 
00000565,50 20 66 02 00 02 A0 63 
00000336,D4 16 FE 02 FD 17 DE 16 
00000153,10 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF 01 80 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 40 0A 00 0A 00 0A 00 
000001F5,40 00 00 00 80 B1 00 00 
00000316,41 00 6C 1F 00 00 00 00 
00000545,00 7B 93 00 3B 00 00 5D 
00000153,10 50 00 00 00 FF 00 80 
000001F8,00 00 00 00 FE FF 00 00 
00000565,50 20 66 02 00 02 A0 63 
00000329,62 56 00 00 00 00 00 00 
000001F5,40 00 00 00 80 C1 00 00 
00000153,10 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF 81 7F 00 08 
00000316,41 00 60 1F 00 00 00 00 
00000336,D4 16 FE 02 FD 17 D4 16 
00000545,00 7B 93 00 3B 00 00 5D 
00000565,50 20 66 02 00 02 A0 63 
000001F0,0A 00 0A 00 0A 00 0A 00 
00000153,10 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF 01 80 00 08 
000001F5,40 00 00 00 80 D1 00 00 
000001F0,0A 20 0A 00 0A 00 0A 00 
00000316,41 00 60 1F 00 00 00 00 
00000336,EE 16 FE 02 01 18 E3 16 
00000545,00 7B 93 00 3B 00 00 5D 
00000565,50 20 66 02 00 02 A0 63 
00000153,10 50 00 00 00 FF 00 80 
000001F8,00 00 00 00 FE FF 00 00 
000001F5,40 00 00 00 80 E1 00 00 
00000329,62 56 00 00 00 00 00 00 
00000316,41 00 60 1F 00 00 00 00 
000001F0,0A 60 0A 00 0A 00 0A 00 
00000336,EE 16 FE 02 01 18 E3 16 
00000545,00 7B 93 00 3B 00 00 5D 
00000153,10 50 00 00 00 FF 00 80 
00000565,50 20 66 02 00 02 A0 63 
000001F5,40 00 00 00 80 F1 9D 05 
00000153,10 50 00 00 00 FF 00 80 
000001F3,40 00 00 FF C1 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 00 0A 00 0A 00 0A 00 
00000316,41 00 60 1F 00 00 00 00 
00000336,F8 16 FE 02 06 18 E8 16 
00000545,00 AE 93 00 3B 00 00 5D 
00000565,50 20 66 02 00 02 A0 63 
00000329,80 56 00 00 00 00 00 00 
00000153,10 50 00 00 00 FF 00 80 
000001F5,40 00 00 00 80 01 00 00 
000001F0,0A 20 0A 00 0A 00 0A 00 
00000316,41 00 60 1F 00 00 00 00 
00000336,F8 16 FE 02 06 18 E8 16 
00000153,10 50 00 00 00 FF 00 80 
000001F3,40 00 00 FF 81 7F 00 08 
00000565,50 20 66 02 00 02 A0 63 
00000329,80 56 00 00 00 00 00 00 
000001F5,40 00 00 00 80 11 00 00 
00000153,10 50 00 00 00 FF 00 80 
000001F3,40 00 00 FF C1 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 60 0A 00 0A 00 0A 00 
00000316,41 00 4C 1F 00 00 00 00 
00000545,00 AE 93 00 3B 00 00 5D 
00000329,80 56 00 00 00 00 00 00 
00000565,50 20 66 02 00 02 A0 63 
000001F5,40 00 00 00 80 21 00 00 
00000153,10 50 00 00 00 FF 00 80 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 00 0A 00 0A 00 0A 00 
00000613,1E 57 1D 56 05 4F 83 00 
00000316,41 00 4C 1F 00 00 00 00 
00000336,EE 16 FE 02 0A 18 EE 16 
00000618,00 00 5F 00 00 00 00 00 
00000153,10 50 00 00 00 FF 00 80 
000001F8,00 00 00 00 FE FF 00 00 
000001F5,40 00 00 00 80 31 00 00 
00000615,C0 00 00 0B 00 00 00 00 
00000153,10 50 00 00 00 FF 00 80 
000001F3,40 00 00 FF C1 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
00000329,80 56 00 00 00 00 00 00 
00000545,00 AE 93 00 3B 00 00 5D 
000001F5,40 00 00 00 80 41 00 00 
00000565,50 20 66 02 00 02 A0 63 
000001F0,0A 40 0A 00 0A 00 0A 00 
0000061A,5A 1D 82 FE BF 06 02 82 
000001F0,0A 60 0A 00 0A 00 0A 00 
000001F8,00 00 00 00 FE FF 00 00 
00000153,10 50 00 00 00 FF 00 80 
00000316,41 00 46 1F 00 00 00 00 
00000336,02 17 FE 02 0C 18 02 17 
00000545,00 AE 93 00 3B 00 00 5D 
000001F5,40 00 00 00 80 51 00 00 
000001F0,0A 00 0A 00 0A 00 0A 00 
000001F8,00 00 00 00 FE FF 00 00 
00000329,C0 56 00 00 00 00 00 00 
00000316,41 00 46 1F 00 00 00 00 
000001F0,0A 20 0A 00 0A 00 0A 00 
000001F8,00 00 00 00 FE FF 00 00 
00000329,C0 56 00 00 00 00 00 00 
00000545,00 AE 93 00 3B 00 00 5D 
00000153,10 50 00 00 00 FF 00 80 
00000565,50 20 66 02 00 02 9E 63 
00000153,10 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF C1 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 40 0A 00 0A 00 0A 00 
00000316,41 00 2C 1F 00 00 00 00 
000001F5,40 00 00 00 80 71 08 87 
00000545,00 AE 93 00 3B 00 00 5D 
00000329,C0 56 00 00 00 00 00 00 
00000565,50 20 66 02 00 02 9E 63 
00000153,10 50 00 00 00 FF 00 80 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 60 0A 00 0A 00 0A 00 
000001F5,40 00 00 00 80 81 00 00 
00000316,41 00 2C 1F 00 00 00 00 
00000336,40 17 FE 02 16 18 36 17 
00000153,10 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF C1 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
00000565,50 20 66 02 00 02 9E 63 
00000329,C0 56 00 00 00 00 00 00 
00000153,10 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF 81 7F 00 08 
000001F5,40 00 00 00 80 91 00 00 
000001F0,0A 20 0A 00 0A 00 0A 00 
00000316,41 00 19 1F 00 00 00 00 
00000545,00 E2 93 00 3B 00 00 5D 
00000329,C0 56 00 00 00 00 00 00 
00000565,50 20 66 02 00 02 9E 63 
00000153,10 50 00 00 00 FF 00 80 
000001F3,80 00 00 FF C1 7F 00 08 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 40 0A 00 0A 00 0A 00 
000001F5,40 00 00 00 80 A1 00 00 
00000316,41 00 19 1F 00 00 00 00 
00000336,4A 17 FE 02 13 18 5E 17 
00000545,00 E2 93 00 3B 00 00 5D 
000001F3,40 00 00 FF 01 80 00 08 
00000565,50 20 66 02 00 02 9E 63 
00000329,C0 56 00 00 00 00 00 00 
000001F5,40 00 00 00 80 B1 00 00 
00000153,10 50 00 00 00 FF 00 80 
000001F3,40 00 00 FF C1 7F 00 08 
00000316,41 00 19 1F 00 00 00 00 
00000545,00 E2 93 00 3B 00 00 5D 
000001F0,0A 00 0A 00 0A 00 0A 00 
00000565,50 20 66 02 00 02 9E 63 
00000153,10 50 00 00 00 FF 00 80 
000001F3,40 00 00 FF C1 7F 00 08 
000001F5,40 00 00 00 80 C1 00 00 
000001F0,0A 20 0A 00 0A 00 0A 00 
00000316,41 00 19 1F 00 00 00 00 
00000336,6E 17 FE 02 21 18 69 17 
00000545,00 E2 93 00 3B 00 00 5D 
00000329,11 56 00 00 00 00 00 00 
00000565,50 20 66 02 00 02 9E 63 
00000153,10 50 00 00 00 FF 00 80 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 40 0A 00 0A 00 0A 00 
000001F5,40 00 00 00 80 D1 00 00 
00000316,41 00 19 1F 00 00 00 00 
000001F0,0A 60 0A 00 0A 00 0A 00 
00000336,6E 17 FE 02 21 18 69 17 
00000545,00 E2 93 00 3B 00 00 5D 
00000565,50 20 66 02 00 02 9E 63 
00000153,10 50 00 00 00 FF 00 80 
000001F5,40 00 00 00 80 E1 00 00 
00000565,50 20 66 02 00 02 9E 63 
00000153,10 50 00 00 00 FF 00 80 
000001F8,00 00 00 00 FE FF 00 00 
000001F0,0A 00 0A 00 0A 00 0A 00 
00000316,41 00 19 1F 00 00 00 00 
00000153,10 50 00 00 00 FF 00 80 
000001F8,00 00 00 00 FE FF 00 00 
000001F5,40 00 00 00 80 51 00 00 
00000545,00 15 94 00 3B 00 00 5D 
00000565,50 20 66 02 00 02 9E 63 
